root - INFO - GA Tuner 3MM - 2023-07-20 02:52:24.442146
autotvm - DEBUG - waiting for device...
autotvm - DEBUG - device available
autotvm - INFO - Get devices for measurement successfully!
autotvm - DEBUG - No: 1	GFLOPS: 1.55/1.55	result: MeasureResult(costs=(30.941583985,), error_no=MeasureErrorNo.NO_ERROR, all_cost=62.463369607925415, timestamp=1689839612.4642997)	[('tile_y', 4), ('tile_x', 16), ('tile_y1', 1200), ('tile_x1', 8), ('tile_y2', 60), ('tile_x2', 400)],None,68886530
autotvm - DEBUG - No: 12	GFLOPS: 1.35/1.55	result: MeasureResult(costs=(35.545928351,), error_no=MeasureErrorNo.NO_ERROR, all_cost=71.97289800643921, timestamp=1689840345.036306)	[('tile_y', 25), ('tile_x', 2), ('tile_y1', 4), ('tile_x1', 10), ('tile_y2', 4), ('tile_x2', 20)],None,29489207
autotvm - DEBUG - No: 13	GFLOPS: 1.38/1.55	result: MeasureResult(costs=(34.715254468,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.09379601478577, timestamp=1689840415.066957)	[('tile_y', 500), ('tile_x', 2), ('tile_y1', 10), ('tile_x1', 25), ('tile_y2', 80), ('tile_x2', 2)],None,6974526
autotvm - DEBUG - No: 14	GFLOPS: 1.26/1.55	result: MeasureResult(costs=(38.092787670999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=77.1459801197052, timestamp=1689840491.8984804)	[('tile_y', 20), ('tile_x', 16), ('tile_y1', 20), ('tile_x1', 4), ('tile_y2', 1200), ('tile_x2', 25)],None,37207110
autotvm - DEBUG - No: 15	GFLOPS: 1.44/1.55	result: MeasureResult(costs=(33.249556385000005,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.23230195045471, timestamp=1689840559.8594058)	[('tile_y', 25), ('tile_x', 40), ('tile_y1', 20), ('tile_x1', 125), ('tile_y2', 4), ('tile_x2', 800)],None,71015495
autotvm - DEBUG - No: 16	GFLOPS: 1.15/1.55	result: MeasureResult(costs=(41.668997279,), error_no=MeasureErrorNo.NO_ERROR, all_cost=85.05532145500183, timestamp=1689840644.8179061)	[('tile_y', 100), ('tile_x', 80), ('tile_y1', 80), ('tile_x1', 8), ('tile_y2', 2), ('tile_x2', 2)],None,4325962
autotvm - DEBUG - No: 17	GFLOPS: 1.20/1.55	result: MeasureResult(costs=(39.856975217,), error_no=MeasureErrorNo.NO_ERROR, all_cost=80.59275507926941, timestamp=1689840725.241611)	[('tile_y', 125), ('tile_x', 16), ('tile_y1', 240), ('tile_x1', 2), ('tile_y2', 240), ('tile_x2', 1)],None,3471947
autotvm - DEBUG - No: 18	GFLOPS: 1.45/1.55	result: MeasureResult(costs=(33.08617718,), error_no=MeasureErrorNo.NO_ERROR, all_cost=67.05029535293579, timestamp=1689840791.9222238)	[('tile_y', 8), ('tile_x', 800), ('tile_y1', 24), ('tile_x1', 2), ('tile_y2', 10), ('tile_x2', 400)],None,67335252
autotvm - DEBUG - No: 19	GFLOPS: 1.48/1.55	result: MeasureResult(costs=(32.385295877,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.53537344932556, timestamp=1689840857.2419262)	[('tile_y', 10), ('tile_x', 800), ('tile_y1', 12), ('tile_x1', 25), ('tile_y2', 300), ('tile_x2', 800)],None,74159701
autotvm - DEBUG - No: 20	GFLOPS: 1.48/1.55	result: MeasureResult(costs=(32.421894789999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.33692836761475, timestamp=1689840922.3850553)	[('tile_y', 20), ('tile_x', 800), ('tile_y1', 5), ('tile_x1', 250), ('tile_y2', 40), ('tile_x2', 100)],None,56100950
autotvm - DEBUG - No: 21	GFLOPS: 1.25/1.55	result: MeasureResult(costs=(38.420414973,), error_no=MeasureErrorNo.NO_ERROR, all_cost=77.50684785842896, timestamp=1689840999.8037806)	[('tile_y', 25), ('tile_x', 800), ('tile_y1', 200), ('tile_x1', 25), ('tile_y2', 200), ('tile_x2', 1)],None,3385431
autotvm - DEBUG - No: 22	GFLOPS: 1.48/1.55	result: MeasureResult(costs=(32.332410315000004,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.26761817932129, timestamp=1689841064.915178)	[('tile_y', 20), ('tile_x', 80), ('tile_y1', 4), ('tile_x1', 1000), ('tile_y2', 20), ('tile_x2', 160)],None,59712102
autotvm - DEBUG - No: 23	GFLOPS: 1.47/1.55	result: MeasureResult(costs=(32.703120674000004,), error_no=MeasureErrorNo.NO_ERROR, all_cost=66.23677039146423, timestamp=1689841130.8831425)	[('tile_y', 20), ('tile_x', 400), ('tile_y1', 10), ('tile_x1', 100), ('tile_y2', 200), ('tile_x2', 400)],None,69761638
autotvm - DEBUG - No: 24	GFLOPS: 1.21/1.55	result: MeasureResult(costs=(39.755538763,), error_no=MeasureErrorNo.NO_ERROR, all_cost=80.29777812957764, timestamp=1689841211.0560696)	[('tile_y', 40), ('tile_x', 80), ('tile_y1', 2), ('tile_x1', 20), ('tile_y2', 400), ('tile_x2', 1)],None,3784808
autotvm - DEBUG - No: 25	GFLOPS: 1.26/1.55	result: MeasureResult(costs=(38.086824205,), error_no=MeasureErrorNo.NO_ERROR, all_cost=77.13796281814575, timestamp=1689841288.0558138)	[('tile_y', 250), ('tile_x', 80), ('tile_y1', 10), ('tile_x1', 50), ('tile_y2', 4), ('tile_x2', 2)],None,4641901
autotvm - DEBUG - No: 26	GFLOPS: 1.09/1.55	result: MeasureResult(costs=(44.209587205000005,), error_no=MeasureErrorNo.NO_ERROR, all_cost=87.44358158111572, timestamp=1689841375.1411269)	[('tile_y', 40), ('tile_x', 2), ('tile_y1', 10), ('tile_x1', 20), ('tile_y2', 2), ('tile_x2', 25)],None,33369720
autotvm - DEBUG - No: 27	GFLOPS: 1.43/1.55	result: MeasureResult(costs=(33.452872506,), error_no=MeasureErrorNo.NO_ERROR, all_cost=67.75070762634277, timestamp=1689841442.6223319)	[('tile_y', 500), ('tile_x', 50), ('tile_y1', 30), ('tile_x1', 40), ('tile_y2', 10), ('tile_x2', 200)],None,63249022
autotvm - DEBUG - No: 28	GFLOPS: 1.54/1.55	result: MeasureResult(costs=(31.187774819999998,), error_no=MeasureErrorNo.NO_ERROR, all_cost=63.35151028633118, timestamp=1689841505.8034546)	[('tile_y', 25), ('tile_x', 25), ('tile_y1', 200), ('tile_x1', 8), ('tile_y2', 100), ('tile_x2', 32)],None,40269447
autotvm - DEBUG - No: 29	GFLOPS: 1.48/1.55	result: MeasureResult(costs=(32.390796300000005,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.5368139743805, timestamp=1689841571.194719)	[('tile_y', 4), ('tile_x', 200), ('tile_y1', 20), ('tile_x1', 5), ('tile_y2', 15), ('tile_x2', 50)],None,46892690
autotvm - DEBUG - No: 30	GFLOPS: 1.36/1.55	result: MeasureResult(costs=(35.225175137,), error_no=MeasureErrorNo.NO_ERROR, all_cost=71.11013221740723, timestamp=1689841642.0874963)	[('tile_y', 25), ('tile_x', 2), ('tile_y1', 1), ('tile_x1', 20), ('tile_y2', 1), ('tile_x2', 50)],None,45671063
autotvm - DEBUG - No: 31	GFLOPS: 1.41/1.55	result: MeasureResult(costs=(33.933750468999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.83363008499146, timestamp=1689841710.5306277)	[('tile_y', 1000), ('tile_x', 5), ('tile_y1', 150), ('tile_x1', 500), ('tile_y2', 4), ('tile_x2', 50)],None,46161567
autotvm - DEBUG - No: 32	GFLOPS: 1.41/1.55	result: MeasureResult(costs=(34.09551304,), error_no=MeasureErrorNo.NO_ERROR, all_cost=69.90385389328003, timestamp=1689841780.1878812)	[('tile_y', 25), ('tile_x', 160), ('tile_y1', 30), ('tile_x1', 40), ('tile_y2', 10), ('tile_x2', 10)],None,21777063
autotvm - DEBUG - No: 33	GFLOPS: 1.25/1.55	result: MeasureResult(costs=(38.542598359,), error_no=MeasureErrorNo.NO_ERROR, all_cost=79.16364622116089, timestamp=1689841859.1840346)	[('tile_y', 50), ('tile_x', 4), ('tile_y1', 60), ('tile_x1', 25), ('tile_y2', 40), ('tile_x2', 1)],None,2139305
autotvm - DEBUG - No: 34	GFLOPS: 1.53/1.55	result: MeasureResult(costs=(31.4080368,), error_no=MeasureErrorNo.NO_ERROR, all_cost=63.344762325286865, timestamp=1689841922.423499)	[('tile_y', 250), ('tile_x', 40), ('tile_y1', 300), ('tile_x1', 10), ('tile_y2', 20), ('tile_x2', 100)],None,55485101
autotvm - DEBUG - No: 35	GFLOPS: 1.47/1.55	result: MeasureResult(costs=(32.652124672999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=66.15228509902954, timestamp=1689841988.3885276)	[('tile_y', 2), ('tile_x', 100), ('tile_y1', 1200), ('tile_x1', 125), ('tile_y2', 400), ('tile_x2', 20)],None,32866481
autotvm - DEBUG - No: 36	GFLOPS: 1.35/1.55	result: MeasureResult(costs=(35.46722639199999,), error_no=MeasureErrorNo.NO_ERROR, all_cost=71.68241786956787, timestamp=1689842059.9493062)	[('tile_y', 40), ('tile_x', 800), ('tile_y1', 6), ('tile_x1', 1), ('tile_y2', 4), ('tile_x2', 1)],None,416440
autotvm - DEBUG - No: 37	GFLOPS: 1.24/1.55	result: MeasureResult(costs=(38.844246739,), error_no=MeasureErrorNo.NO_ERROR, all_cost=78.30434250831604, timestamp=1689842138.1519537)	[('tile_y', 250), ('tile_x', 20), ('tile_y1', 5), ('tile_x1', 2), ('tile_y2', 60), ('tile_x2', 1)],None,2498237
autotvm - DEBUG - No: 38	GFLOPS: 1.35/1.55	result: MeasureResult(costs=(35.661469898,), error_no=MeasureErrorNo.NO_ERROR, all_cost=72.05990600585938, timestamp=1689842210.0406704)	[('tile_y', 1), ('tile_x', 25), ('tile_y1', 12), ('tile_x1', 125), ('tile_y2', 25), ('tile_x2', 10)],None,22630592
autotvm - DEBUG - No: 39	GFLOPS: 1.38/1.55	result: MeasureResult(costs=(34.705872495,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.47883605957031, timestamp=1689842280.259282)	[('tile_y', 25), ('tile_x', 1), ('tile_y1', 3), ('tile_x1', 500), ('tile_y2', 3), ('tile_x2', 20)],None,29428423
autotvm - DEBUG - No: 40	GFLOPS: 1.51/1.55	result: MeasureResult(costs=(31.863040073,), error_no=MeasureErrorNo.NO_ERROR, all_cost=64.45446801185608, timestamp=1689842344.39857)	[('tile_y', 125), ('tile_x', 400), ('tile_y1', 3), ('tile_x1', 100), ('tile_y2', 50), ('tile_x2', 32)],None,39762123
autotvm - DEBUG - No: 41	GFLOPS: 1.44/1.55	result: MeasureResult(costs=(33.39087361399999,), error_no=MeasureErrorNo.NO_ERROR, all_cost=67.545480966568, timestamp=1689842411.5354428)	[('tile_y', 500), ('tile_x', 1), ('tile_y1', 600), ('tile_x1', 5), ('tile_y2', 4), ('tile_x2', 800)],None,70951118
autotvm - DEBUG - No: 42	GFLOPS: 1.48/1.55	result: MeasureResult(costs=(32.48131256,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.86558318138123, timestamp=1689842477.248802)	[('tile_y', 40), ('tile_x', 200), ('tile_y1', 10), ('tile_x1', 40), ('tile_y2', 300), ('tile_x2', 160)],None,61726424
autotvm - DEBUG - No: 43	GFLOPS: 1.26/1.55	result: MeasureResult(costs=(38.063350664,), error_no=MeasureErrorNo.NO_ERROR, all_cost=76.87990593910217, timestamp=1689842553.9514778)	[('tile_y', 4), ('tile_x', 4), ('tile_y1', 5), ('tile_x1', 1000), ('tile_y2', 1), ('tile_x2', 20)],None,29161186
autotvm - DEBUG - No: 44	GFLOPS: 1.37/1.55	result: MeasureResult(costs=(35.102449583,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.2630455493927, timestamp=1689842624.182229)	[('tile_y', 5), ('tile_x', 1), ('tile_y1', 50), ('tile_x1', 50), ('tile_y2', 4), ('tile_x2', 10)],None,21233379
autotvm - DEBUG - No: 45	GFLOPS: 1.48/1.55	result: MeasureResult(costs=(32.479813794,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.80598473548889, timestamp=1689842689.9847956)	[('tile_y', 8), ('tile_x', 80), ('tile_y1', 50), ('tile_x1', 8), ('tile_y2', 300), ('tile_x2', 160)],None,61694692
autotvm - DEBUG - No: 46	GFLOPS: 1.47/1.55	result: MeasureResult(costs=(32.757192502,), error_no=MeasureErrorNo.NO_ERROR, all_cost=66.33139872550964, timestamp=1689842756.1792305)	[('tile_y', 8), ('tile_x', 1), ('tile_y1', 25), ('tile_x1', 25), ('tile_y2', 150), ('tile_x2', 40)],None,44715748
autotvm - DEBUG - No: 47	GFLOPS: 1.23/1.55	result: MeasureResult(costs=(38.931400564,), error_no=MeasureErrorNo.NO_ERROR, all_cost=78.87238502502441, timestamp=1689842834.8598185)	[('tile_y', 20), ('tile_x', 8), ('tile_y1', 10), ('tile_x1', 10), ('tile_y2', 400), ('tile_x2', 80)],None,53544166
autotvm - DEBUG - No: 48	GFLOPS: 1.49/1.55	result: MeasureResult(costs=(32.306167987,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.39852571487427, timestamp=1689842900.089612)	[('tile_y', 25), ('tile_x', 1), ('tile_y1', 40), ('tile_x1', 40), ('tile_y2', 40), ('tile_x2', 100)],None,56060647
autotvm - DEBUG - No: 49	GFLOPS: 1.37/1.55	result: MeasureResult(costs=(35.149448598,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.77967548370361, timestamp=1689842970.836384)	[('tile_y', 20), ('tile_x', 160), ('tile_y1', 8), ('tile_x1', 125), ('tile_y2', 150), ('tile_x2', 16)],None,28159718
autotvm - DEBUG - No: 50	GFLOPS: 1.41/1.55	result: MeasureResult(costs=(34.160174495999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.15132641792297, timestamp=1689843040.544251)	[('tile_y', 125), ('tile_x', 160), ('tile_y1', 5), ('tile_x1', 4), ('tile_y2', 15), ('tile_x2', 20)],None,30293227
autotvm - DEBUG - No: 51	GFLOPS: 1.49/1.55	result: MeasureResult(costs=(32.239001123,), error_no=MeasureErrorNo.NO_ERROR, all_cost=66.8336775302887, timestamp=1689843107.1831853)	[('tile_y', 100), ('tile_x', 800), ('tile_y1', 400), ('tile_x1', 4), ('tile_y2', 24), ('tile_x2', 32)],None,39009018
autotvm - DEBUG - No: 52	GFLOPS: 1.36/1.55	result: MeasureResult(costs=(35.276163175,), error_no=MeasureErrorNo.NO_ERROR, all_cost=73.91209697723389, timestamp=1689843180.9533408)	[('tile_y', 500), ('tile_x', 32), ('tile_y1', 75), ('tile_x1', 8), ('tile_y2', 150), ('tile_x2', 5)],None,15661310
autotvm - DEBUG - No: 53	GFLOPS: 1.28/1.55	result: MeasureResult(costs=(37.602322472,), error_no=MeasureErrorNo.NO_ERROR, all_cost=75.13427734375, timestamp=1689843255.9375744)	[('tile_y', 4), ('tile_x', 16), ('tile_y1', 400), ('tile_x1', 25), ('tile_y2', 5), ('tile_x2', 2)],None,4768514
autotvm - DEBUG - No: 54	GFLOPS: 1.47/1.55	result: MeasureResult(costs=(32.630610482,), error_no=MeasureErrorNo.NO_ERROR, all_cost=66.05120611190796, timestamp=1689843321.8118885)	[('tile_y', 8), ('tile_x', 40), ('tile_y1', 40), ('tile_x1', 100), ('tile_y2', 3), ('tile_x2', 160)],None,58428164
autotvm - DEBUG - No: 55	GFLOPS: 1.49/1.55	result: MeasureResult(costs=(32.177290594,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.26571726799011, timestamp=1689843386.8826058)	[('tile_y', 50), ('tile_x', 4), ('tile_y1', 40), ('tile_x1', 40), ('tile_y2', 50), ('tile_x2', 800)],None,72925961
autotvm - DEBUG - No: 56	GFLOPS: 1.38/1.55	result: MeasureResult(costs=(34.889352339,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.18710446357727, timestamp=1689843455.0524452)	[('tile_y', 500), ('tile_x', 400), ('tile_y1', 5), ('tile_x1', 4), ('tile_y2', 400), ('tile_x2', 160)],None,61811982
autotvm - DEBUG - No: 57	GFLOPS: 1.50/1.55	result: MeasureResult(costs=(32.041328696,), error_no=MeasureErrorNo.NO_ERROR, all_cost=64.89492797851562, timestamp=1689843519.7374213)	[('tile_y', 1000), ('tile_x', 200), ('tile_y1', 4), ('tile_x1', 250), ('tile_y2', 400), ('tile_x2', 50)],None,49465119
autotvm - DEBUG - No: 58	GFLOPS: 1.37/1.55	result: MeasureResult(costs=(34.939860068,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.71247673034668, timestamp=1689843590.303135)	[('tile_y', 10), ('tile_x', 40), ('tile_y1', 5), ('tile_x1', 40), ('tile_y2', 300), ('tile_x2', 5)],None,16106277
autotvm - DEBUG - No: 59	GFLOPS: 1.39/1.55	result: MeasureResult(costs=(34.615936342,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.48305678367615, timestamp=1689843660.5537786)	[('tile_y', 25), ('tile_x', 8), ('tile_y1', 10), ('tile_x1', 8), ('tile_y2', 12), ('tile_x2', 25)],None,34320167
autotvm - DEBUG - No: 60	GFLOPS: 1.33/1.55	result: MeasureResult(costs=(36.109458665,), error_no=MeasureErrorNo.NO_ERROR, all_cost=72.69146704673767, timestamp=1689843733.0780597)	[('tile_y', 1000), ('tile_x', 100), ('tile_y1', 10), ('tile_x1', 20), ('tile_y2', 25), ('tile_x2', 2)],None,5998399
autotvm - DEBUG - No: 61	GFLOPS: 1.41/1.55	result: MeasureResult(costs=(34.105852484,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.10256457328796, timestamp=1689843802.986356)	[('tile_y', 2), ('tile_x', 4), ('tile_y1', 240), ('tile_x1', 8), ('tile_y2', 12), ('tile_x2', 10)],None,21883713
autotvm - DEBUG - No: 62	GFLOPS: 1.39/1.55	result: MeasureResult(costs=(34.528979906,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.1388726234436, timestamp=1689843872.9738333)	[('tile_y', 20), ('tile_x', 8), ('tile_y1', 120), ('tile_x1', 25), ('tile_y2', 48), ('tile_x2', 5)],None,14720326
autotvm - DEBUG - No: 63	GFLOPS: 1.51/1.55	result: MeasureResult(costs=(31.694756198,), error_no=MeasureErrorNo.NO_ERROR, all_cost=64.5385947227478, timestamp=1689843937.3190176)	[('tile_y', 125), ('tile_x', 25), ('tile_y1', 120), ('tile_x1', 40), ('tile_y2', 40), ('tile_x2', 40)],None,43621195
autotvm - DEBUG - No: 64	GFLOPS: 1.39/1.55	result: MeasureResult(costs=(34.564717138,), error_no=MeasureErrorNo.NO_ERROR, all_cost=69.75057315826416, timestamp=1689844006.9848444)	[('tile_y', 5), ('tile_x', 32), ('tile_y1', 120), ('tile_x1', 1), ('tile_y2', 4), ('tile_x2', 50)],None,46040403
autotvm - DEBUG - No: 65	GFLOPS: 1.46/1.55	result: MeasureResult(costs=(32.956219808,), error_no=MeasureErrorNo.NO_ERROR, all_cost=67.62693238258362, timestamp=1689844074.3882945)	[('tile_y', 10), ('tile_x', 800), ('tile_y1', 80), ('tile_x1', 2), ('tile_y2', 40), ('tile_x2', 25)],None,35265877
autotvm - DEBUG - No: 66	GFLOPS: 1.49/1.55	result: MeasureResult(costs=(32.276403622000004,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.75790309906006, timestamp=1689844142.9767299)	[('tile_y', 20), ('tile_x', 32), ('tile_y1', 80), ('tile_x1', 1000), ('tile_y2', 8), ('tile_x2', 200)],None,63172950
autotvm - DEBUG - No: 67	GFLOPS: 1.34/1.55	result: MeasureResult(costs=(35.860408984,), error_no=MeasureErrorNo.NO_ERROR, all_cost=72.26886773109436, timestamp=1689844215.1224859)	[('tile_y', 25), ('tile_x', 5), ('tile_y1', 75), ('tile_x1', 2), ('tile_y2', 60), ('tile_x2', 2)],None,6649687
autotvm - DEBUG - No: 68	GFLOPS: 1.46/1.55	result: MeasureResult(costs=(32.764936694,), error_no=MeasureErrorNo.NO_ERROR, all_cost=67.98609185218811, timestamp=1689844282.9512432)	[('tile_y', 20), ('tile_x', 100), ('tile_y1', 200), ('tile_x1', 100), ('tile_y2', 5), ('tile_x2', 800)],None,71148886
autotvm - DEBUG - No: 69	GFLOPS: 1.48/1.55	result: MeasureResult(costs=(32.474687896,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.6085433959961, timestamp=1689844348.3931808)	[('tile_y', 50), ('tile_x', 5), ('tile_y1', 15), ('tile_x1', 8), ('tile_y2', 24), ('tile_x2', 160)],None,59756889
autotvm - DEBUG - No: 70	GFLOPS: 1.42/1.55	result: MeasureResult(costs=(33.691130859,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.04866695404053, timestamp=1689844416.3223844)	[('tile_y', 50), ('tile_x', 80), ('tile_y1', 40), ('tile_x1', 50), ('tile_y2', 4), ('tile_x2', 100)],None,54410601
autotvm - DEBUG - No: 71	GFLOPS: 1.16/1.55	result: MeasureResult(costs=(41.378831471999995,), error_no=MeasureErrorNo.NO_ERROR, all_cost=83.81191444396973, timestamp=1689844499.9992542)	[('tile_y', 125), ('tile_x', 1), ('tile_y1', 15), ('tile_x1', 125), ('tile_y2', 15), ('tile_x2', 1)],None,1341803
autotvm - DEBUG - No: 72	GFLOPS: 1.38/1.55	result: MeasureResult(costs=(34.770345741,), error_no=MeasureErrorNo.NO_ERROR, all_cost=71.73474168777466, timestamp=1689844571.45966)	[('tile_y', 500), ('tile_x', 400), ('tile_y1', 240), ('tile_x1', 25), ('tile_y2', 5), ('tile_x2', 25)],None,33798510
autotvm - DEBUG - No: 73	GFLOPS: 1.42/1.55	result: MeasureResult(costs=(33.769710171999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.10249662399292, timestamp=1689844639.388943)	[('tile_y', 4), ('tile_x', 100), ('tile_y1', 150), ('tile_x1', 250), ('tile_y2', 8), ('tile_x2', 20)],None,29978994
autotvm - DEBUG - No: 74	GFLOPS: 1.48/1.55	result: MeasureResult(costs=(32.451558307,), error_no=MeasureErrorNo.NO_ERROR, all_cost=66.58159875869751, timestamp=1689844705.7659397)	[('tile_y', 10), ('tile_x', 800), ('tile_y1', 40), ('tile_x1', 4), ('tile_y2', 16), ('tile_x2', 400)],None,67759477
autotvm - DEBUG - No: 75	GFLOPS: 1.47/1.55	result: MeasureResult(costs=(32.617603573000004,), error_no=MeasureErrorNo.NO_ERROR, all_cost=71.82084202766418, timestamp=1689844777.3892043)	[('tile_y', 5), ('tile_x', 25), ('tile_y1', 30), ('tile_x1', 5), ('tile_y2', 8), ('tile_x2', 400)],None,67214723
autotvm - DEBUG - No: 76	GFLOPS: 1.30/1.55	result: MeasureResult(costs=(36.808896010999995,), error_no=MeasureErrorNo.NO_ERROR, all_cost=75.15332412719727, timestamp=1689844852.464124)	[('tile_y', 8), ('tile_x', 8), ('tile_y1', 24), ('tile_x1', 50), ('tile_y2', 1200), ('tile_x2', 25)],None,37267844
autotvm - DEBUG - No: 77	GFLOPS: 1.30/1.55	result: MeasureResult(costs=(37.014471062999995,), error_no=MeasureErrorNo.NO_ERROR, all_cost=74.95477390289307, timestamp=1689844927.2403634)	[('tile_y', 8), ('tile_x', 16), ('tile_y1', 15), ('tile_x1', 200), ('tile_y2', 50), ('tile_x2', 1)],None,2456452
autotvm - DEBUG - No: 78	GFLOPS: 1.40/1.55	result: MeasureResult(costs=(34.2176479,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.90756177902222, timestamp=1689844996.027505)	[('tile_y', 100), ('tile_x', 16), ('tile_y1', 15), ('tile_x1', 200), ('tile_y2', 400), ('tile_x2', 10)],None,24574858
